ABV,Appellation,Country,Id,Name,Producer,Region,Retail,Upc,Varietal,Vintage,color,image_url,professional_ratings,reference_url,volume_ml
14.5,,Italy,10070822,PAOLO SCAVINO BAROLO BRICCO AMBROGIO,Paolo Scavino,Piedmont,89.99,8032636136138,Nebbiolo,2021,red,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/gstzicp42avbkgs5qlch.jpg","[{""source"": ""James Suckling"", ""score"": 97, ""max_score"": 100, ""note"": ""This shows balsamic, sandalwood, rose petals and a touch of red fruit on the nose. The palate is tight, with precise chewy tannins, tight fruit and a compact finish. A solid, exceptional Barolo that will need about three years to soften.""}, {""source"": ""Wine Spectator"", ""score"": 96, ""max_score"": 100, ""note"": ""Permeated with cherry, pomegranate, earth, wild herb and iron flavors, this rich red is dense and powerful. Firm, chalky tannins ply its depths, leaving a solid grip on the finish, yet the fruit is ripe and the aftertaste long, with sweet fruit returning at the end.""}, {""source"": ""Vinous"", ""score"": 95, ""max_score"": 100, ""note"": ""The 2021 Barolo Bricco Ambrogio is classy and polished to the core. This wine has come such a long way since its debut. Enrico Scavino really believed in this site when he purchased it a little more than 20 years ago. The 2021 is a fine testament to his vision. Lavender, sage, menthol and licorice lead into a core of dark-toned fruit in a Barolo that is deep yet also light on its feet. This is impeccably done, not to mention very tasty.""}, {""source"": ""Robert Parker's Wine Advocate"", ""score"": 94, ""max_score"": 100, ""note"": ""The Paolo Scavino 2021 Barolo Bricco Ambrogio is usually the lightest wine in the family's collection of single-vineyard wines. From the village of Roddi in the northernmost point of the appellation, this area has wide vineyard valleys and cool southeast exposures. The heat of the day falls away quickly thanks to steep diurnal shifts. The soils are composed of blue marl and sand, and the family farms seven hectares here, of which five hectares are Nebbiolo (the rest is Dolcetto and old-vine Barbera). A selection of the best fruit is made from old vines and put into this bottle. The wine is soft and silky with red and blue fruits and floral aromas to close.""}, {""source"": ""Jeb Dunnuck"", ""score"": 94, ""max_score"": 100, ""note"": ""Looking to the Cru offering from Scavino, the 2021 Barolo Bricco Ambrogio is bright red and inviting, with notes of crushed strawberries, smoky incense, rosy perfume, and tangerine. It\u2019s light-bodied and refreshing, with snappy acidity, fine, nervous tannins, and a clean, gently tapering finish. It has a good deal of tension and structure in a compact frame. Rating: 94+""}]",https://www.wine.com/product/paolo-scavino-barolo-bricco-ambrogio-2021/2997924,750
13.8,,United States,10070823,Woodward Canyon,Woodward Canyon,Washington,109.99,674163060722,,2022,white,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/pqmumki8qwvng9iwnpp2.jpg","[{""source"": ""James Suckling"", ""score"": 92, ""max_score"": 100, ""note"": ""A clean and creamy chardonnay showing notes of apricots, orange curd, crushed hazelnuts and salted butter. It\u2019s full-bodied but fresh and restrained. Composed finish.""}, {""source"": ""Wine Enthusiast"", ""score"": 91, ""max_score"": 100, ""note"": ""A faintly tropical aroma that might be starfruit is accented by strong notes of freshly grated ginger, spun sugar and quince. It is an interesting aromatic set to ponder. The medium-bodied wine's flavors of yellow apple, orange zest, roasted hazelnut and nutmeg glide along with a smooth texture and just enough acidity.""}]",https://www.wine.com/product/woodward-canyon-chardonnay-2022/1988170,750
14.6,NAPA VALLEY,United States,10070825,PELLET ESTATE CABERNET SAUVIGNON,Pellet Estate,California,129.99,,Cabernet Sauvignon,2018,red,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/uoe8lkol9bygwke6kbs0.jpg","[{""source"": ""Vinous"", ""score"": 94, ""max_score"": 100, ""note"": ""The 2018 Cabernet Sauvignon Pellet Vineyard is a rich, heady wine. Effusive aromatics and exuberant fruit give the 2018 so much immediacy and charm. Inky red/purplish berry fruit, lavender, rose petal and spice meld together effortlessly. This seamless, opulent St. Helena Cabernet Sauvignon will drink well right out of the gate and drink well for another 10-15 years, maybe more.""}, {""source"": ""Jeb Dunnuck"", ""score"": 93, ""max_score"": 100, ""note"": ""Lots of cassis, tobacco, lead pencil, and plum notes emerge from the 2018 Cabernet Sauvignon, a medium to full-bodied, nicely balanced Cabernet that has notable purity of fruit, some background oak, and outstanding length. It's going to evolve for 10-15 years.""}, {""source"": ""James Suckling"", ""score"": 91, ""max_score"": 100, ""note"": ""Blackberries, some spices and vanilla on the nose. It\u2019s medium-bodied with soft tannins, a refreshing texture and great drinkability. Rather short, savory finish. But very enjoyable.""}, {""source"": ""Decanter"", ""score"": 91, ""max_score"": 100, ""note"": ""A deep, dark, plush showing of this classic St. Helena vineyard. Blackberry jam, iron and bloodline aromas. The palate is powerful and velvety, leaving off with chewy but elegant tannins. Very enjoyable.""}]",https://www.wine.com/product/pellet-estate-napa-valley-cabernet-sauvignon-2018/1504975,750
14.5,BRUNELLO DI MONTALCINO,Italy,10070826,LA LECCIAIA BRUNELLO RISERVA 2017,Fattoria La Lecciaia,Tuscany,59.99,15643242083,Sangiovese,2017,red,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/eucapu3gokjemzgfzqqb.jpg","[{""source"": ""Wine Enthusiast"", ""score"": 96, ""max_score"": 100, ""note"": ""The nose is a retired sailor's old leather trunk, smelling of the tobacco, vanilla, dried fruit and dark chocolate once contained within, with a hint of saline. Like the trunk's owner, the palate is mature but not boring, with continuing notes of vanilla and fruit, but umami undertones, ominous tannins and searing acid provide contrast.""}, {""source"": ""Vinous"", ""score"": 90, ""max_score"": 100, ""note"": ""The 2017 Brunello di Montalcino Riserva is spicy with a blend of crushed rocks and dried cherries offset by a hint of white pepper. This is soft and round on the palate, with brisk acidity that helps to enliven its tart wild berry fruits, as an air of balsam herbs forms toward the close. The 2017 finishes with impressive length and a balanced tannic structure, leaving hints of salted licorice, citrus and clove to linger.""}]",https://www.wine.com/product/la-lecciaia-brunello-di-montalcino-riserva-2017/2082942,750
13,,France,10070827,L. LATOUR MONTAGNY 1er CRU LA GRANDE ROCHE,Louis Latour,Burgundy,49.99,26861102479,Chardonnay,2022,white,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/pgvobxh1bt3cpkx9enpg.jpg","[{""source"": ""James Suckling"", ""score"": 93, ""max_score"": 100, ""note"": ""This combines the creamy-oily side of white Burgundy with succulent candied pineapple and lychee fruit plus touches of almonds and smoke. The interplay of the ripeness and vitality is delightful and impressive. Long, quite compact finish with excellent mineral freshness.""}]",https://www.wine.com/product/louis-latour-montagny-la-grande-roche-premier-cru-2022/1641354,750
15,,France,10070828,Domaine Du Vieux Lazaret,Domaine du Vieux Lazaret,Rhone,99.99,,,2023,red,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/svq2ewjkw00japkev2tw.jpg","[{""source"": ""Wine Spectator"", ""score"": 92, ""max_score"": 100, ""note"": ""High-toned notes of cherry and anise are silky and fluid in this modern Ch\u00e2teauneuf. There are no rough edges here. Polished tannins glide through, supporting rooibos tea and sandalwood smoke elements. A pretty, sleek style, with real elegance.""}, {""source"": ""James Suckling"", ""score"": 90, ""max_score"": 100, ""note"": ""A textured, generous and dense red with sweet cherries, red berries and sweet spices on the nose. Full-bodied with plush tannins. Rich core of berries and cherries with a similar finish.""}]",https://www.wine.com/product/domaine-du-vieux-lazaret-chateauneuf-du-pape-2023/3402037,750
14.5,SONOMA,United States,10070836,GUNDLACH BUNDSCHU CABERNET SAUVIGNON,Gundlach Bundschu,California,65.99,87000303058,Cabernet Sauvignon,2021,red,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/gmcgh10sjo5nbelrdzcg.jpg","[{""source"": ""Wine Enthusiast"", ""score"": 94, ""max_score"": 100, ""note"": ""Potent, earthy aromas like dried black figs, black truffles and oak char lead to a firm, tannic palate packed with black fruits, dark chocolate, graphite and cedar notes. The wine is intensely concentrated, showing good potential for aging.""}, {""source"": ""James Suckling"", ""score"": 93, ""max_score"": 100, ""note"": ""Earthy aromas of plums, black cherries and just-ripe figs. An intensely dark color with a plush yet structured palate and flavors of dark chocolate and graphite. Abundant yet integrated tannins. A powerful full body.""}, {""source"": ""Robert Parker's Wine Advocate"", ""score"": 93, ""max_score"": 100, ""note"": ""The 2021 Cabernet Sauvignon was blended with 8% Merlot, 6% Petit Verdot and 5% Malbec and matured for 18 months in 50% new French oak. It opens with wafts of flint and grilled game meats that give way to blackcurrant, chocolate-covered cherries, holiday spice, dried roses and thyme. The full-bodied palate pairs concentrated, nuanced flavors with firm tannins and seamless freshness, and it has a long, graphite-laced finish.""}]",https://www.wine.com/product/gundlach-bundschu-cabernet-sauvignon-2021/1478372,750
15,,Italy,10070838,Atzei Saragat Cannonau Di Sardegna,Pala,Sardinia,19.99,8051380420034,Cannonau,2021,red,"https://assets.wine.com/winecom/image/upload/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/veabptjqj95bddxixuuz.jpg","[{""source"": ""James Suckling"", ""score"": 92, ""max_score"": 100, ""note"": ""A well-defined, focused and textural riserva. On the nose aromas of dark cherries, currants, warm herbs and dried spices. Medium- to full-bodied with fine, firm tannins. Velvety center palate with a chalky, textured frame. Focused, well driven and balanced, with a flavorful finish showing excellent length. Drink or hold.""}, {""source"": ""Vinous"", ""score"": 91, ""max_score"": 100, ""note"": ""The 2021 Cannonau Riserva takes its time to open up, as first slightly herbal and dark, yet building a core of wild strawberries, violets and crushed stone that emerges with coaxing. It\u2019s round and supple with fresh acidity and ripe wild berry fruits, all offset by a tinge of sour citrus as chalky minerality adds shape toward the close. The 2021 tapers off grippy and long, leaving a saturation of tart blackberry and air of rosemary.""}, {""source"": ""Wine Spectator"", ""score"": 90, ""max_score"": 100, ""note"": ""Macerated cherry, plum skin and dehydrated raspberry notes are underscored by leather, Earl Grey tea leaf, graphite and spice accents in this balanced, medium-bodied red. A fresh version, with a nice interplay between its fruit and savory character, while lightly chalky tannins firm the finish.""}]",https://www.wine.com/product/pala-cannonau-di-sardegna-riserva-2021/2135100,750
14.4,,United States,10070842,Frank Family Chardonnay,Frank Family Vineyards,Carneros,34.99,894910000102,,2023,white,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/jja3jsnsatu8kntplwxz.jpg","[{""source"": ""James Suckling"", ""score"": 94, ""max_score"": 100, ""note"": ""A ripe and relaxed wine that's luxurious in texture and beautifully rich in fruit and oak spices. Full-bodied and lush in mouthfeel, offering lime zest, poached pear and subtle butter and creme brulee flavors that last through a lingering finish.""}]",https://www.wine.com/product/frank-family-vineyards-chardonnay-2023/2266059,750
14.3,,United States,10070844,Juggernaut Sauvignon  Blanc,AXR,Napa Valley,19.99,80887551086,,2023,white,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/nyshsc5x1kjlcxqr2sq1.jpg","[{""source"": ""James Suckling"", ""score"": 92, ""max_score"": 100, ""note"": ""Reduced aromas of lemon confit, grapefruit curd, apple blossoms and jalapenos. The palate is vibrant, with underlying power carried by a generous mouthfeel and bright acidity. Well balanced and fresh.""}, {""source"": ""Wilfred Wong of Wine.com"", ""score"": 91, ""max_score"": 100, ""note"": ""COMMENTARY: The 2023 AXR Sauvignon Blanc is active and delicious. TASTING NOTES: This wine shows aromas and flavors of Meyer lemons, sandalwood, and oaky notes. Try it with pan-fried Petrale. (Tasted: June 12, 2024, San Francisco, CA)""}, {""source"": ""Robert Parker's Wine Advocate"", ""score"": 90, ""max_score"": 100, ""note"": ""Winemaker Jean Hoefliger threw a few tricks at AXR's 2023 Sauvignon Blanc, including 65% barrel fermentation, 14 hours of skin contact for 30% of the blend and a couple of different yeasts meant to accentuate different characters. The result is reasonably complex, offering up hints of green onion, lime and boxwood alongside fig and melon on the nose. In the mouth, it's medium-bodied, plump and appealing, turning zesty and refreshing on the finish.""}]",https://www.wine.com/product/axr-sauvignon-blanc-2023/1951845,750
12.5,,United States,10070845,Line 39 Dawn Harvest,Line 39,California,11.99,898756001873,,2022,rose,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/ro663vhezsn1tuaflsnz.jpg","[{""source"": ""Wine Enthusiast"", ""score"": 90, ""max_score"": 100, ""note"": ""This wine is warm-weather goodness in a bottle. It\u2019s super lush, offering red currant, strawberry, raspberry and basil. These interweave with cr\u00e8me fra\u00eeche, dried herbs, watermelon and pink grapefruit. The wine is juicy, with a dry finish. Made with organic grapes and vegan friendly.""}]",https://www.wine.com/product/line-39-rose-2022/1436683,750
13.9,,United States,10070846,Line 39 Merlot,Line 39,California,11.99,898756001231,,2021,red,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/gasnbfywklmqh3ia021t.jpg","[{""source"": ""Wine Enthusiast"", ""score"": 91, ""max_score"": 100, ""note"": ""This wine is supple and bright, with aromas of dark berries, clove, toasty vanilla, mocha and dried florals on the nose. The flavors on the palate are dark plum, cassis, blackberry, spiced orange cream and dried tobacco leaf, with a dry finish.""}]",https://www.wine.com/product/line-39-merlot-2021/1517279,750
14.5,,United States,10070853,Seven Daughter Red Blend,Three Saints,Central Coast,15.99,86891091044,,2007,red,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/125125fbs.jpg","[{""source"": ""James Suckling"", ""score"": 90, ""max_score"": 100, ""note"": ""A wine with currants, berries and hints of smoke. Full body, with fine tannins and a chewy finish. Give it a year or two to mellow. Made from 67% Cabernet Sauvignon, 15% Cabernet Franc, 8% Merlot, 5% Syrah, 4% Petit Verdot, and 1% Malbec.""}]",https://www.wine.com/product/three-saints-sixty-seven-red-blend-2007/125125,750
13.7,,Argentina,10070857,Castellani Famiglia Chardonnay,Famiglia Bianchi,Argentina,17.99,15643784637,,2021,white,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/ofnvinmmbwe0pocckbzk.jpg","[{""source"": ""James Suckling"", ""score"": 91, ""max_score"": 100, ""note"": ""Ripe pears, sliced apples, apricots, lemon curd and wet stones on the nose. Medium-bodied with fresh acidity and a creamy texture. Straightforward, solid and clean chardonnay.""}]",https://www.wine.com/product/famiglia-bianchi-chardonnay-2021/1132387,750
12.2,MARTINBOROUGH,New Zealand,10070862,Miha Sauvignon Blanc,Mohua,North Island,15.99,857060008466,Sauvignon Blanc,2023,white,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/khmcucjyd1yykkhgl0u3.jpg","[{""source"": ""Tasting Panel"", ""score"": 93, ""max_score"": 100, ""note"": ""Intense aromas of straw, grapefruit, and elderflower appear on the palate with their vibrancy intact. Pineapple upside-down cake, chervil, green tea, and glistening notes of lime zest are memorable. Elegant, with a lovely presence.""}]",https://www.wine.com/product/mohua-sauvignon-blanc-2023/1953206,750
20,,Portugal,10070864,Warre's OTIMA Tawny Port 20 Years,Warre's,Douro,62.99,89419003178,,,fortified,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/86006fbs.jpg","[{""source"": ""The Somm Journal"", ""score"": 95, ""max_score"": 100, ""note"": ""Ripe, mature, and off-dry while maintaining fresh acid structure, this Port exudes aromas of cinnamon wheat toast, dense boysenberry, and molasses-kissed sandalwood that add to its foundation of balanced tannins and spiced oak. The texture conveys sinewy meatiness, the richness of which engages the palate with finesse.""}, {""source"": ""Jeb Dunnuck"", ""score"": 94, ""max_score"": 100, ""note"": ""Warre\u2019s NV Otima 20 Year Tawny Port is great value in Tawny Port and is well worth seeking out. Offering a touch of Rancio-like sourness in its nutty, salty, fig, caramel, and dried orange aromas and flavors, this beauty hits the palate with tons of sweet fruit, yet always stays balanced, pure, and elegant. It\u2019s would be a great aperitif with almonds or smoked nuts, as well as pair beautifully with any number of desserts.""}, {""source"": ""Tasting Panel"", ""score"": 93, ""max_score"": 100, ""note"": ""Rich amber color; toasted and silky, with roasted nuts and a good proportion of rancio.""}, {""source"": ""Wine Enthusiast"", ""score"": 92, ""max_score"": 100, ""note"": ""This is a smooth and richly ripe wine. It has a dry character that brings out the wood aging and the dried fruit flavors that are well in balance. There is a tang of spirit that gives a lift to the wine. Acidity and a dry aftertaste complete an impressive tawny.""}, {""source"": ""Wine Spectator"", ""score"": 91, ""max_score"": 100, ""note"": ""Very plush, with a buttery essence to the dried white fruit and nutty flavors. Elegantly spiced, featuring a long finish of dried ginger, sandalwood and shortbread.""}, {""source"": ""Wine & Spirits"", ""score"": 91, ""max_score"": 100, ""note"": ""Warmer and spicier than the Otima 10 (also recommended here), this has complex scents of roots and curry to balance its red fruit. The structure is firm and lean, the flavors energized by the alcohol, which drives it through a peppery finish. Pour it with a savory almond tart.""}, {""source"": ""Robert Parker's Wine Advocate"", ""score"": 90, ""max_score"": 100, ""note"": ""The NV Otima 20 Year Old Tawny Port was tasted from a typical 500ml bottle, this bottling from 2014. Symington/Warre's also makes a \""regular\"" 20-year-old tawny (to which I would give the nod), but they are intended to be very different styles. Rui Ribeiro at Symington Family Estates said to me: \""They are two different wines, coming from different blends..Different lot selections and different barrels. We have a specific aging lot for Otima which differs from the normal Warre tawny lot...The Warre\u2019s 20YO tawny is a classic profile, showing a bit more nuttiness and wood notes, warmer palate perception (comparing with OT20). OTIMA 20 is probably the most elegant wine in the category, evident freshness on the nose, really elegant palate, great acidity and a completely clean and integrated finish.\"" That is a pretty good summary, for better or worse. This is indeed remarkably elegant and refreshing for a 20, dancing on the palate with light footsteps. That also means it is far better on the nose than the palate, though. It seems sunny and bright, but it doesn't show the concentration of flavor, tension on the finish or even the intense aromatics that the best 20s can. For many, it will be just what they want, something fresh and lively, but it is a bit underwhelming. That said, it certainly enlivens the palate and it is remarkably easy and fun to drink. Plus, after it was open for a few days (who says they don't change?), it began to show more of those classic, mature Tawny nuances, certainly more than were there initially. Take note, though: it is still Port, there is a lot of alcohol, even if it controls the perceptible spirit influence very well, and it will knock you on your butt if you drink too much. You'll want to do exactly that\u2013it goes down easy and tastes great.""}]",https://www.wine.com/product/warres-otima-20-year-old-tawny-port-500ml/86006,500
12.5,,Italy,10070867,TORNATORE ETNA BIANCO,Tornatore,Sicily,25.99,810992030004,Carricante,2024,white,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/ejzhkljwzvctiprroh4m.jpg","[{""source"": ""Wine Enthusiast"", ""score"": 92, ""max_score"": 100, ""note"": ""Delicate but alluring scents of yellow spring flower, white stone fruit and botanical herb waft out of the glass. Crisp and bone-dry, the elegant, linear palate has racy tension, offering Bartlett pear, Meyer lemon and a steely mineral tone alongside bright acidity.""}, {""source"": ""James Suckling"", ""score"": 91, ""max_score"": 100, ""note"": ""Smoked almonds, ripe pears and lemon zest on the nose. It\u2019s medium-to full-bodied with lots of wet stones and almonds. Fresh finish. Drink now.""}, {""source"": ""Wine Spectator"", ""score"": 91, ""max_score"": 100, ""note"": ""Delivers a waft of petrol on the nose, which transitions to lush and mouthwatering flavors of ripe nectarine and kiwi fruit on the palate, with accents of anise, lime blossom and preserved lemon. Medium-bodied and lively, with a zesty finish. Drink now.""}]",https://www.wine.com/product/tornatore-etna-bianco-2019/641547,750
15.6,,France,10070889,Rouanne Chateau Vinsobres,Chateau de Rouanne,Rhone,29.99,3483815500007,,2021,red,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/qg3cklw1d1wrx9ag7e8l.jpg","[{""source"": ""Robert Parker's Wine Advocate"", ""score"": 96, ""max_score"": 100, ""note"": ""The \u00fcber-impressive 2021 Vinsobres Les C\u00f4tes is dark-fruited, complex and savory, with notes of smoked meat, black olives and cracked pepper. Full-bodied, rich and concentrated, it's like a little taste of Hermitage from the Southern Rh\u00f4ne. Barrel Sample: 94-96""}, {""source"": ""Jeb Dunnuck"", ""score"": 92, ""max_score"": 100, ""note"": ""As with the 2020, there's a C\u00f4te R\u00f4tie-like vibe in the 2021 Vinsobres Les C\u00f4tes, which has a terrific nose of wildflowers, violets, and raspberries as well as a pretty, elegant, medium-bodied style on the palate. All four of these 2021s will be terrific wines. Barrel Sample: 90-92""}, {""source"": ""James Suckling"", ""score"": 91, ""max_score"": 100, ""note"": ""Fruity, juicy and supple with a crunchy character throughout. Aromas of red berries, wild herbs, roasted meat and mixed spices. Medium body with fine tannins. Delicate texture, well-balanced and mellow with a flavorful finish. Drink or hold.""}, {""source"": ""Wine Spectator"", ""score"": 91, ""max_score"": 100, ""note"": ""A sanguine, smoky red, with a distinct note of smoked bacon overhanging flavors of herbs, wet leaves and dark, brambly berries. Mineral elements lead, with iodine and shaved iron more pronounced than the fruit. The tannins are tamed yet hold firm; the finish is savory, with leafy forest floor and a hint of pleasing chewiness. Syrah, Mourvedre and Grenache. Best from 2026 through 2032. 220 cases made, 125 cases imported.""}]",https://www.wine.com/product/chateau-de-rouanne-les-cotes-vinsobres-2021/2632262,750
15.2,,Spain,10070895,MARQUES DE RISCAL BARON DE CHIREL,Marques de Riscal,Rioja,99.99,88320003109,,2020,red,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/r7fsic00nt3rr9ga3xnu.jpg","[{""source"": ""Jeb Dunnuck"", ""score"": 96, ""max_score"": 100, ""note"": ""From century-old bush vines, the 2020 Baron de Chirel blends Tempranillo and Cabernet Sauvignon aged entirely in French oak. It\u2019s made in a modern style, powerful, intensely concentrated, and undeniably herbal and earthy. It can only be made in certain vintages because the two varieties ripen so differently \u2013 Tempranillo early and Cabernet late \u2013 so getting them to hit around the same time has been challenging over the years; sadly, climate change may be changing that, with Cabernet ripening sooner than it often used to. Currant, tobacco leaf, and dark cherry exude from a full-bodied core of supple tannin and lovely violet aromatics, a true testament to how well these grapes work together in the right hands.""}, {""source"": ""James Suckling"", ""score"": 93, ""max_score"": 100, ""note"": ""Iodine, mussels and some dark chocolate with blackberries and dark plums. Pretty opulent and a little more generous than the 2021 and 2019. More muscular, too, with fine-grained tannins and a long, creamy finish.""}]",https://www.wine.com/product/marques-de-riscal-baron-de-chirel-2020/3447337,750
12.8,,Argentina,10070898,COEUR DE MALBEC CAHORS,Guillermo de Mendoza,Mendoza,19.99,187674001066,Malbec,2023,red,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/ajswkkamjzhmvze3hvgh.jpg","[{""source"": ""Wilfred Wong of Wine.com"", ""score"": 90, ""max_score"": 100, ""note"": ""The 2024 Guillermo de Mendoza Malbec is spot-on in its representation of the variety in Argentina. Loaded with black fruits and oak, this wine leaves a lasting impression and is perfect with locro, Argentina\u2019s signature slow-cooked meat and corn stew. (Tasted: November 30, 2025, San Francisco, CA, USA)""}]",https://www.wine.com/product/guillermo-de-mendoza-malbec-ou-kosher-2024/3319163,750
13.5,,France,10070902,Maison Jessiaume,Domaine Jessiaume,Burgundy,37.99,853636004030,,2023,red,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/hzr2ficmigpm7tmebxfw.jpg","[{""source"": ""Jasper Morris"", ""score"": 91, ""max_score"": 100, ""note"": ""The 2022 Volnay is a blend of domain fruit (2 barrels) from lower Brouillards, and a similar amount purchased from Grand Poisot. Light to mid purple. The bouquet really does show the elegance of Volnay. Medium bodied, the barrel is adding a couple of tannins, but the quality of fruit returns to complete a fine finish. Barrel Sample: 88-91""}]",https://www.wine.com/product/domaine-jessiaume-volnay-2022/2465328,750
15,NAPA VALLEY,United States,10070906,Fortune 1621,Darms Lane,California,39.99,713815181474,Cabernet Sauvignon,2023,red,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/qrrjaalebj77wsseqb0i.jpg","[{""source"": ""Wilfred Wong of Wine.com"", ""score"": 91, ""max_score"": 100, ""note"": ""COMMENTARY: For some wine drinkers the 15.0% alcohol wine is too much a departure from the 12.5% of the early 1970s, my approach to these wines is philosophical, and I accept the higher alcohols as long as the wines taste good. The 2015 Darms Lane Fortune 1621 is a delicious effort. TASTING NOTES: This wine explodes with berries and wood. Robust and full-bodied on the palate, and this Cabernet stays rewarding and long from start to finish. (Tasted: March 29, 2018, San Francisco, CA)""}]",https://www.wine.com/product/darms-lane-fortune-1621-cabernet-sauvignon-2015/418556,750
14,TOSCANA,Italy,10070907,Salcheto Vino Nobile,Salcheto,Tuscany,32.99,8032880621176,Sangiovese,2021,red,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/yssmtf469jodgksricp0.jpg","[{""source"": ""Wine Spectator"", ""score"": 92, ""max_score"": 100, ""note"": ""A lively, well-defined red, featuring cherry, raspberry, eucalyptus, iron and tobacco aromas and flavors. Linear and intense, this evolves to the long, savory finish. Best from 2026 through 2038.""}, {""source"": ""James Suckling"", ""score"": 91, ""max_score"": 100, ""note"": ""A fresh and structured red with black cherries, tea leaves and raw cocoa beans on the nose. Medium-bodied and chewy but approachable, with purity. From organically grown grapes. Sustainable. Made in amphorae.""}, {""source"": ""Vinous"", ""score"": 90, ""max_score"": 100, ""note"": ""The 2021 Nobile di Montepulciano opens in the glass with a minty freshness, blending rose petals with dried strawberries and hints of cedar. It\u2019s silky smooth and cool-toned in feel, with ripe wild berry fruit touches that wash across the palate, leaving a coating of chalky mineral notes in their wake. This tapers off with a tinge of sour citrus contrasting with sweet spice, long yet lively and wonderfully approachable.""}]",https://www.wine.com/product/salcheto-vino-nobile-di-montepulciano-2021/2907229,750
,,Italy,10070911,L Opera,Agricola Ferraris,Piedmont,18.99,850392005257,,2021,red,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/nmnsvosoxrwlqdlchfxu.jpg","[{""source"": ""Wine Spectator"", ""score"": 92, ""max_score"": 100, ""note"": ""There's fine depth and intensity to this red, along with a vibrant, energetic feel. Its black cherry, blackberry and violet aromas and flavors are framed by toasty new oak. Offers a fluid feel, with firm yet pliable tannins guarding the lingering finish. Drink now through 2033. 1,444 cases made, 481 cases imported.""}]",https://www.wine.com/product/ferraris-opera-prima-ruche-di-castagnole-monferrato-riserva-2021/2852799,750
,,Italy,10070915,Sartori Regolo Ripasso,Sartori di Verona,Veneto,27.99,88320136227,Corvina,2019,red,"https://assets.wine.com/winecom/image/upload/w_600,h_400,dpr_2.0,c_fit,q_auto:good,fl_progressive/ltsui6snfno1lpszemkh.jpg","[{""source"": ""James Suckling"", ""score"": 92, ""max_score"": 100, ""note"": ""A spicy ripasso that tastes like an Amarone. Full-bodied with chewy tannins and a rich finish. Better after 2024.""}]",https://www.wine.com/product/sartori-di-verona-valpolicella-ripasso-regolo-2019/1289299,750
